S. No.,Month,Crash Date,Crash Day,Article Date,Location,Million Plus City,State,LatLong,Vehicle 1,Vehicle/Object 2,Killed,Injured,Age,Gender,Road Type,Crash Type,Latitude,Longitude,Age_Count,Average_Age,Minimum_Age,Maximum_Age,Object_2_Type,Crash_Year,Crash_Month_Number,Crash_Day_Number
1750,February,2023-02-13,Monday,2023-02-15,Shiroli,Nil,Maharashtra,"16.747931785167136, 74.28055577538667",PEDESTRIAN,SUV,5,0,"62,55,70,47,63",FEMALE,NH,Hit and Run,16.747931785167136,74.28055577538667,5.0,59.4,47.0,70.0,VEHICLE,2023,2,0
1751,February,2023-02-13,Monday,2023-02-15,Charoti,Nil,Maharashtra,"19.913677412915188, 72.93856526126405",TWO WHEELER,TRUCK,3,0,"44,24,28",MALE,NH,Head On Collision,19.913677412915188,72.93856526126405,3.0,32.0,24.0,44.0,VEHICLE,2023,2,0
1752,February,2023-02-14,Tuesday,2023-02-15,Shankarpalle,Hyderabad,Telangana,"17.45466631734385, 78.13356882175847",TWO WHEELER,TRUCK,1,1,55,FEMALE,NH,Hit From Back,17.45466631734385,78.13356882175847,1.0,55.0,55.0,55.0,VEHICLE,2023,2,1
1753,February,2023-02-14,Tuesday,2023-02-15,R Block,Patna,Bihar,"25.60013783649366, 85.12578543239339",TWO WHEELER,DIVIDER,1,1,20,MALE,NH,Fixed Object Collision,25.60013783649366,85.12578543239339,1.0,20.0,20.0,20.0,OBJECT,2023,2,1
1754,February,2023-02-15,Wednesday,2023-02-16,Paprenda,Nil,Uttar Pradesh,"25.62471702732815, 80.40424412139579",CAR,CAR,4,6,,,NH,Head On Collision,25.62471702732815,80.40424412139579,,,,,VEHICLE,2023,2,2
1755,February,2023-02-15,Wednesday,2023-02-16,Yeola,Nil,Maharashtra,"20.04103679373564, 74.48479123416908",CAR,TRUCK,1,5,,MALE,SH,Others,20.04103679373564,74.48479123416908,,,,,VEHICLE,2023,2,2
1757,February,2023-02-16,Thursday,2023-02-17,Chitrakoot,Nil,Madhya Pradesh,"25.183601540650407, 80.86848391398587",CAR,CAR,5,6,,,SH,Hit From Back,25.183601540650407,80.86848391398587,,,,,VEHICLE,2023,2,3
1762,February,2023-02-17,Friday,2023-02-19,Kolhapur,Nil,Maharashtra,"16.702486802598482, 74.23166689391631",TWO WHEELER,UNIDENTIFIED,1,0,17,MALE,SH,Hit and Run,16.702486802598482,74.23166689391631,1.0,17.0,17.0,17.0,UNKNOWN,2023,2,4
1766,February,2023-02-19,Sunday,2023-02-20,Adgaon,Nashik,Maharashtra,"20.036813704707924, 73.86492458204242",PEDESTRIAN,TRACTOR,1,0,2,FEMALE,NH,Hit and Run,20.036813704707924,73.86492458204242,1.0,2.0,2.0,2.0,VEHICLE,2023,2,6
1769,February,2023-02-20,Monday,2023-02-21,Gejjalagere,Nil,Karnataka,"12.56873552909432, 76.99957709538816",CAR,TRUCK,2,3,,,NH,Hit From Back,12.56873552909432,76.99957709538816,,,,,VEHICLE,2023,2,0
1770,February,2023-02-21,Tuesday,2023-02-22,Kharar,Nil,Punjab,"30.75141030221946, 76.63601616448382",CAR,CAR,5,0,,,NH,Others,30.75141030221946,76.63601616448382,,,,,VEHICLE,2023,2,1
1771,February,2023-02-21,Tuesday,2023-02-22,Komarada,Nil,Andhra Pradesh,"18.898332862512962, 83.4606423789674",AUTO RICKSHAW,CAR,5,6,,BOTH,SH,Hit From Back,18.89833286251296,83.4606423789674,,,,,VEHICLE,2023,2,1
1772,February,2023-02-21,Tuesday,2023-02-23,Anakapalle,Nil,Andhra Pradesh,"17.69075654219841, 82.99665423162367",TWO WHEELER,BUS,1,0,21,MALE,SH,Head On Collision,17.69075654219841,82.99665423162367,1.0,21.0,21.0,21.0,VEHICLE,2023,2,1
1775,February,2023-02-22,Wednesday,2023-02-23,Sikandra Rao,Nil,Uttar Pradesh,"27.68302557586188, 78.38330210747289",BUS,NIL,1,21,,,NH,Run Off Road,27.68302557586188,78.38330210747289,,,,,UNKNOWN,2023,2,2
1776,February,2023-02-22,Wednesday,2023-02-23,Erahalli,Nil,Tamil Nadu,"12.400595787495737, 78.21790335543135",TRACTOR,CAR,5,0,,,NH,Head On Collision,12.400595787495735,78.21790335543135,,,,,VEHICLE,2023,2,2
1779,February,2023-02-23,Thursday,2023-02-24,Puzhal,Chennai,Tamil Nadu,"13.163129541101052, 80.20278569515968",TWO WHEELER,TRUCK,1,1,25,BOTH,NH,With Parked Vehicle,13.163129541101052,80.20278569515968,1.0,25.0,25.0,25.0,VEHICLE,2023,2,3
1782,February,2023-02-24,Friday,2023-02-25,Badaun,Nil,Uttar Pradesh,"28.035118796368014, 79.12208580926463",TRACTOR,NIL,1,12,12,MALE,NH,Run Off Road,28.03511879636801,79.12208580926463,1.0,12.0,12.0,12.0,UNKNOWN,2023,2,4
1785,February,2023-02-24,Friday,2023-02-25,Dharmavaram,Nil,Andhra Pradesh,"14.410595240898246, 77.71677105329138",CAR,BUS,2,12,,,SH,Head On Collision,14.410595240898246,77.71677105329138,,,,,VEHICLE,2023,2,4
1791,February,2023-02-26,Sunday,2023-02-27,Yikhum,Nil,Nagaland,"26.14836788390282, 94.25190209751244",CAR,NIL,3,0,,MALE,SH,Run Off Road,26.14836788390282,94.25190209751244,,,,,UNKNOWN,2023,2,6
1792,February,2023-02-27,Monday,2023-02-28,Mathura,Nil,Uttar Pradesh,"27.48540830302259, 77.68420701981113",TWO WHEELER,UNIDENTIFIED,2,1,,BOTH,SH,Hit and Run,27.48540830302259,77.68420701981113,,,,,UNKNOWN,2023,2,0
1793,February,2023-02-27,Monday,2023-02-28,Antroli,Nil,Gujarat,"21.323118202859387, 72.94009101091191",PEDESTRIAN,TRUCK,4,1,,,SH,Hit and Run,21.323118202859387,72.94009101091191,,,,,VEHICLE,2023,2,0
1794,February,2023-02-27,Monday,2023-02-28,Manekpor,Nil,Gujarat,"21.099785932985778, 73.23359911090596",TWO WHEELER,NIL,2,0,,MALE,NH,Run Off Road,21.099785932985775,73.23359911090596,,,,,UNKNOWN,2023,2,0
1796,February,2023-02-27,Monday,2023-02-28,Ujjain,Nil,Madhya Pradesh,"23.172463206948912, 75.7938766040389",TWO WHEELER,CAR,2,1,,,SH,Others,23.172463206948912,75.7938766040389,,,,,VEHICLE,2023,2,0
1799,March,2023-03-01,Wednesday,2023-03-01,Achru Ladhora,Nil,Uttar Pradesh,"27.532641662667373, 77.76155895227633",TWO WHEELER,UNIDENTIFIED,2,1,"32,30",BOTH,NH,Hit and Run,27.532641662667373,77.76155895227633,2.0,31.0,30.0,32.0,UNKNOWN,2023,3,2
1801,March,2023-02-28,Tuesday,2023-03-02,Narpoli,Nil,Maharashtra,"19.28721340063112, 73.05359494857555",TWO WHEELER,TRUCK,2,0,"26,26",MALE,NH,Hit and Run,19.28721340063112,73.05359494857555,2.0,26.0,26.0,26.0,VEHICLE,2023,2,1
1804,March,2023-03-03,Friday,2023-03-04,Madurantkam,Nil,Tamil Nadu,"12.506301421564855, 79.87983197057235",CAR,TRUCK,2,1,"35,30",BOTH,NH,Head On Collision,12.506301421564856,79.87983197057235,2.0,32.5,30.0,35.0,VEHICLE,2023,3,4
1805,March,2023-03-03,Friday,2023-03-04,Maraimalai Nagar,Nil,Tamil Nadu,"12.781820796354866, 80.01247029114411",TWO WHEELER,TRUCK,2,0,"35,28",MALE,NH,Hit From Side,12.781820796354866,80.01247029114411,2.0,31.5,28.0,35.0,VEHICLE,2023,3,4
1806,March,2023-03-02,Thursday,2023-03-03,Rajendra Nagar,Gaziabad,Uttar Pradesh,"28.677641124586483, 77.35772429579728",PEDESTRIAN,CAR,1,0,35,MALE,SH,Hit and Run,28.677641124586483,77.35772429579728,1.0,35.0,35.0,35.0,VEHICLE,2023,3,3
1809,March,2023-03-04,Saturday,2023-03-05,Chandan,Nil,Rajasthan,"26.99153819715475, 71.3139033954726",TWO WHEELER,UNIDENTIFIED,1,0,22,MALE,NH,Hit and Run,26.99153819715475,71.3139033954726,1.0,22.0,22.0,22.0,UNKNOWN,2023,3,5
1813,March,2023-03-05,Sunday,2023-03-06,Jaspur,Nil,Uttarakhand,"29.278219403602304, 78.83104556181792",TWO WHEELER,TRACTOR,1,3,35,MALE,NH,Head On Collision,29.278219403602304,78.83104556181792,1.0,35.0,35.0,35.0,VEHICLE,2023,3,6
1818,March,2023-03-06,Monday,2023-03-07,Dharampur,Nil,Himachal Pradesh,"30.899531332832087, 77.02292180786368",PEDESTRIAN,CAR,5,4,,,NH,Hit and Run,30.899531332832087,77.02292180786368,,,,,VEHICLE,2023,3,0
1819,March,2023-03-06,Monday,2023-03-08,Tikamgarh,Nil,Madhya Pradesh,"24.752130921540008, 78.83266744348137",CAR,NIL,5,8,,,NH,Run Off Road,24.752130921540008,78.83266744348137,,,,,UNKNOWN,2023,3,0
1820,March,2023-03-05,Sunday,2023-03-08,Nalgonda,Nil,Telangana,"17.05400888550831, 79.26573834777881",TWO WHEELER,LORRY,2,1,"38,18",BOTH,SH,Hit From Back,17.05400888550831,79.26573834777881,2.0,28.0,18.0,38.0,VEHICLE,2023,3,6
1822,March,2023-03-07,Tuesday,2023-03-08,Sirmaur,Nil,Himachal Pradesh,"30.50914220674196, 77.36354745539467",CAR,NIL,3,0,,,NH,Run Off Road,30.50914220674196,77.36354745539467,,,,,UNKNOWN,2023,3,1
1824,March,2023-03-08,Wednesday,2023-03-09,Kattankulathur,Nil,Tamil Nadu,"12.816215625950617, 80.03410672422817",PEDESTRIAN,TWO WHEELER,1,1,20,BOTH,NH,Hit and Run,12.816215625950615,80.03410672422817,1.0,20.0,20.0,20.0,VEHICLE,2023,3,2
1828,March,2023-03-09,Thursday,2023-03-10,Hamirpur,Nil,Uttar Pradesh,"25.952207042130503, 80.15526426751072",CAR,TREE,1,0,22,MALE,SH,Fixed Object Collision,25.952207042130503,80.15526426751072,1.0,22.0,22.0,22.0,OBJECT,2023,3,3
1834,March,2023-03-10,Friday,2023-03-11,Mahasamund,Nil,Chhattisgarh,"21.112165780566855, 82.09571512439688",TWO WHEELER,CAR,2,0,,MALE,NH,Hit From Back,21.11216578056685,82.09571512439688,,,,,VEHICLE,2023,3,4
1836,March,2023-03-10,Friday,2023-03-11,Katghora,Nil,Chhattisgarh,"22.504628255909914, 82.54522766676159",TWO WHEELER,TRUCK,3,0,,,NH,Head On Collision,22.504628255909918,82.54522766676159,,,,,VEHICLE,2023,3,4
1837,March,2023-03-10,Friday,2023-03-11,Bilaspur,Nil,Chhattisgarh,"22.079494679854644, 82.14030363605772",TWO WHEELER,NIL,1,0,28,MALE,NH,Run Off Road,22.079494679854644,82.14030363605772,1.0,28.0,28.0,28.0,UNKNOWN,2023,3,4
1838,March,2023-03-09,Thursday,2023-03-11,Sukhi Sewaniya,Nil,Madhya Pradesh,"23.352465678952587, 77.48584369376677",PEDESTRIAN,TRUCK,1,0,35,MALE,SH,Hit and Run,23.352465678952587,77.48584369376677,1.0,35.0,35.0,35.0,VEHICLE,2023,3,3
1839,March,2023-03-10,Friday,2023-03-11,Raghukul chowk,Nagpur,Maharashtra,"21.128438672968088, 79.11308059556073",PEDESTRIAN,CAR,1,0,21,MALE,SH,Hit and Run,21.128438672968088,79.11308059556073,1.0,21.0,21.0,21.0,VEHICLE,2023,3,4
1847,March,2023-03-11,Saturday,2023-03-13,Jamui,Nil,Bihar,"24.921858626918695, 86.22392053428582",AUTO RICKSHAW,TRUCK,2,11,2,,NH,Head On Collision,24.92185862691869,86.22392053428582,1.0,2.0,2.0,2.0,VEHICLE,2023,3,5
1848,March,2023-03-12,Sunday,2023-03-13,Pallavaram,Chennai,Tamil Nadu,"12.971856332312628, 80.15111063772092",TWO WHEELER,LORRY,1,0,25,MALE,SH,Head On Collision,12.971856332312628,80.15111063772092,1.0,25.0,25.0,25.0,VEHICLE,2023,3,6
1849,March,2023-03-11,Saturday,2023-03-13,Sultanpuri,Nil,Uttar Pradesh,"26.248046876868372, 82.04854952826037",CAR,TRUCK,5,0,,,NH,Head On Collision,26.24804687686837,82.04854952826037,,,,,VEHICLE,2023,3,5
1853,March,2023-03-14,Tuesday,2023-03-15,Sunam,Nil,Punjab,"30.133160901191047, 75.79733969585159",CAR,CAR,4,4,,,SH,Head On Collision,30.133160901191047,75.79733969585159,,,,,VEHICLE,2023,3,1
1857,March,2023-03-15,Wednesday,2023-03-16,Bhumikanagar,Nil,Goa,"15.413179533185945, 74.08072808719616",CAR,NIL,1,3,31,MALE,NH,Run Off Road,15.413179533185945,74.08072808719616,1.0,31.0,31.0,31.0,UNKNOWN,2023,3,2
1859,March,2023-03-14,Tuesday,2023-03-16,Lawada Toll,Nil,Madhya Pradesh,"21.859620821365688, 80.10667517124682",TWO WHEELER,TRUCK,2,0,"35,55",BOTH,NH,Hit From Back,21.859620821365688,80.10667517124682,2.0,45.0,35.0,55.0,VEHICLE,2023,3,1
1862,March,2023-03-17,Friday,2023-03-18,Mangaluru,Nil,Karnataka,"12.92509655490791, 74.86017670756665",TWO WHEELER,TRUCK,2,0,"66,17",BOTH,SH,Hit From Back,12.92509655490791,74.86017670756665,2.0,41.5,17.0,66.0,VEHICLE,2023,3,4
1866,March,2023-03-17,Friday,2023-03-19,Uppal,Hyderabad,Telangana,"17.40143950321319, 78.56118302395446",PEDESTRIAN,TRUCK,1,0,34,MALE,NH,Hit and Run,17.40143950321319,78.56118302395446,1.0,34.0,34.0,34.0,VEHICLE,2023,3,4
1867,March,2023-03-18,Saturday,2023-03-20,Palakonda,Nil,Andhra Pradesh,"18.598929531576108, 83.75998195480416",TWO WHEELER,TRACTOR,1,0,22,MALE,SH,Hit From Back,18.598929531576108,83.75998195480416,1.0,22.0,22.0,22.0,VEHICLE,2023,3,5
1869,March,2023-03-20,Monday,2023-03-21,Puzhal,Chennai,Tamil Nadu,"13.163475782988757, 80.20261466026616",PEDESTRIAN,UNIDENTIFIED,1,0,74,FEMALE,NH,Hit and Run,13.163475782988757,80.20261466026616,1.0,74.0,74.0,74.0,UNKNOWN,2023,3,0
1870,March,2023-03-20,Monday,2023-03-21,Malkapur,Nil,Maharashtra,"20.88764173542081, 76.20258696969705",PEDESTRIAN,BUS,1,0,51,MALE,NH,Hit and Run,20.88764173542081,76.20258696969705,1.0,51.0,51.0,51.0,VEHICLE,2023,3,0
1871,March,2023-03-21,Tuesday,2023-03-22,Bagnan,Nil,West Bengal,"22.46929481714896, 87.97077795802866",CAR,BUS,3,9,,,NH,Head On Collision,22.46929481714896,87.97077795802866,,,,,VEHICLE,2023,3,1
1872,March,2023-03-21,Tuesday,2023-03-22,Pannamgadu,Nil,Andhra Pradesh,"13.498775573490473, 80.09824666138948",TWO WHEELER,DIVIDER,2,0,"25,26",MALE,NH,Fixed Object Collision,13.498775573490471,80.09824666138948,2.0,25.5,25.0,26.0,OBJECT,2023,3,1
1874,March,2023-03-22,Wednesday,2023-03-23,Pavagarh,Nil,Gujarat,"22.47752553098864, 73.54509718025132",CAR,TRUCK,2,0,,MALE,SH,With Parked Vehicle,22.47752553098864,73.54509718025132,,,,,VEHICLE,2023,3,2
1877,March,2023-03-23,Thursday,2023-03-24,Rau Circle,Indore,Madhya Pradesh,"22.628736104053228, 75.80688630526035",TWO WHEELER,TRUCK,2,2,"28,6",BOTH,NH,Head On Collision,22.628736104053228,75.80688630526035,2.0,17.0,6.0,28.0,VEHICLE,2023,3,3
1879,March,2023-03-23,Thursday,2023-03-24,Kattankulathur,Nil,Tamil Nadu,"12.817659303042586, 80.03492212422816",CAR,TRUCK,1,4,,,NH,Hit From Back,12.817659303042586,80.03492212422816,,,,,VEHICLE,2023,3,3
1880,March,2023-03-24,Friday,2023-03-25,Khai Pheme ki,Nil,Punjab,"30.90792911127208, 74.54982229588168",CAR,BUS,4,10,,,SH,Head On Collision,30.90792911127208,74.54982229588168,,,,,VEHICLE,2023,3,4
1881,March,2023-03-24,Friday,2023-03-25,Betma,Nil,Madhya Pradesh,"22.6810038446497, 75.61568141314599",TWO WHEELER,CAR,1,1,55,MALE,NH,Hit From Side,22.6810038446497,75.61568141314599,1.0,55.0,55.0,55.0,VEHICLE,2023,3,4
1883,March,2023-03-25,Saturday,2023-03-26,Pali,Nil,Rajasthan,"25.774432346096834, 73.32995743987973",CAR,TRUCK,3,0,,BOTH,SH,Hit From Back,25.774432346096837,73.32995743987973,,,,,VEHICLE,2023,3,5
1884,March,2023-03-25,Saturday,2023-03-26,Pali,Nil,Rajasthan,"25.8045257901479, 73.32847181963568",TWO WHEELER,CAR,1,1,,BOTH,SH,Hit From Back,25.8045257901479,73.32847181963568,,,,,VEHICLE,2023,3,5
1886,March,2023-03-24,Friday,2023-03-26,Dahod,Nil,Gujarat,"22.837367790515938, 74.25489130462206",PEDESTRIAN,BUS,1,1,,MALE,SH,Hit and Run,22.837367790515938,74.25489130462206,,,,,VEHICLE,2023,3,4
1890,March,2023-03-26,Sunday,2023-03-27,Etawah,Nil,Uttar Pradesh,"26.79098194522772, 79.03458473991348",PEDESTRIAN,CAR,2,0,"60,65",FEMALE,NH,Hit and Run,26.79098194522772,79.03458473991348,2.0,62.5,60.0,65.0,VEHICLE,2023,3,6
1892,March,2023-03-26,Sunday,2023-03-27,Maduravoyal,Chennai,Tamil Nadu,"13.064098973502292, 80.17009086655877",TWO WHEELER,TRUCK,1,0,24,MALE,NH,Head On Collision,13.064098973502292,80.17009086655877,1.0,24.0,24.0,24.0,VEHICLE,2023,3,6
1897,March,2023-03-29,Wednesday,2023-03-29,Mylaram,Nil,Telangana,"17.679892061174687, 79.60535739547875",TRACTOR,BUS,1,2,,MALE,NH,Head On Collision,17.679892061174687,79.60535739547875,,,,,VEHICLE,2023,3,2
1898,March,2023-03-29,Wednesday,2023-03-30,Nanded,Nil,Maharashtra,"19.125838739849623, 77.31349003362546",AUTO RICKSHAW,TRUCK,5,8,,,NH,Head On Collision,19.125838739849623,77.31349003362546,,,,,VEHICLE,2023,3,2
1899,March,2023-03-29,Wednesday,2023-03-30,Mohali,Chandigarh,Punjab,"30.714828436522865, 76.6912179763154",CAR,TRUCK,1,0,,FEMALE,NH,With Parked Vehicle,30.714828436522865,76.6912179763154,,,,,VEHICLE,2023,3,2
1900,March,2023-03-29,Wednesday,2023-03-30,Chalivagu,Nil,Telangana,"18.157311206356123, 79.71528494917405",TRACTOR,CAR,2,15,"48,50",MALE,NH,Head On Collision,18.157311206356123,79.71528494917405,2.0,49.0,48.0,50.0,VEHICLE,2023,3,2
1901,March,2023-03-30,Thursday,2023-03-31,Sasan Sambalpur,Nil,Odisha,"21.49482897114961, 83.9803901090609",CAR,NIL,7,4,,,NH,Run Off Road,21.49482897114961,83.9803901090609,,,,,UNKNOWN,2023,3,3
1902,March,2023-03-30,Thursday,2023-03-31,Yelahanka,Bengaluru,Karnataka,"13.11689003429553, 77.60816184447648",TWO WHEELER,DIVIDER,2,0,"55,48",MALE,NH,Fixed Object Collision,13.11689003429553,77.60816184447648,2.0,51.5,48.0,55.0,OBJECT,2023,3,3
1903,March,2023-03-30,Thursday,2023-03-31,Kapren,Nil,Rajasthan,"25.403040552793772, 76.07311316141266",TWO WHEELER,AMBULANCE,2,2,"30,27",BOTH,SH,Head On Collision,25.40304055279377,76.07311316141266,2.0,28.5,27.0,30.0,VEHICLE,2023,3,3
1904,March,2023-03-30,Thursday,2023-03-31,Rajam,Nil,Andhra Pradesh,"18.450406516026728, 83.65679589361318",PEDESTRIAN,BUS,1,0,60,MALE,SH,Head On Collision,18.450406516026728,83.65679589361318,1.0,60.0,60.0,60.0,VEHICLE,2023,3,3
1905,March,2023-03-30,Thursday,2023-03-31,Payakaraopeta,Nil,Andhra Pradesh,"17.367120596620456, 82.55921143706841",CAR,LORRY,2,4,,BOTH,NH,With Parked Vehicle,17.367120596620456,82.55921143706841,,,,,VEHICLE,2023,3,3
1910,April,2023-03-31,Friday,2023-04-01,Phaphamau bridge,Allahabad,Uttar Pradesh,"25.505211697365453, 81.86680967789664",TRUCK,TRUCK,3,0,,,NH,Head On Collision,25.505211697365453,81.86680967789664,,,,,VEHICLE,2023,3,4
1913,April,2023-04-02,Sunday,2023-04-02,ITBP Camp,Nil,Uttarakhand,"30.739160261180874, 78.38705460367342",BUS,NIL,2,38,,,NH,Run Off Road,30.739160261180874,78.38705460367342,,,,,UNKNOWN,2023,4,6
1917,April,2023-04-02,Sunday,2023-04-02,Keshav Puram,Delhi,Delhi,"28.689752185182716, 77.15284853969729",TWO WHEELER,CRANE,1,1,15,MALE,SH,Others,28.68975218518272,77.15284853969729,1.0,15.0,15.0,15.0,VEHICLE,2023,4,6
1918,April,2023-04-03,Monday,2023-04-03,Gujuwaka Police Station,Vizag,Andhra Pradesh,"17.683412580042823, 83.19348971455995",TWO WHEELER,LORRY,1,1,20,MALE,SH,Head On Collision,17.683412580042823,83.19348971455995,1.0,20.0,20.0,20.0,VEHICLE,2023,4,0
1922,April,2023-04-03,Monday,2023-04-04,SGVP Campus,Ahmedabad,Gujarat,"23.131001744185244, 72.54113402849829",PEDESTRIAN,CAR,1,0,83,MALE,NH,Hit and Run,23.131001744185244,72.54113402849829,1.0,83.0,83.0,83.0,VEHICLE,2023,4,0
1924,April,2023-04-02,Sunday,2023-04-04,Sabarapalya,Nil,Karnataka,"13.21270671326738, 77.25706492244831",TWO WHEELER,CAR,2,0,"47,4",BOTH,NH,Hit From Back,13.21270671326738,77.25706492244831,2.0,25.5,4.0,47.0,VEHICLE,2023,4,6
1925,April,2023-04-04,Tuesday,2023-04-05,Baroj,Nil,Maharashtra,"18.747029322036084, 73.50182810952452",CAR,TRUCK,2,2,"48,61",MALE,NH,Hit From Back,18.747029322036084,73.50182810952452,2.0,54.5,48.0,61.0,VEHICLE,2023,4,1
1929,April,2023-04-02,Sunday,2023-04-06,Samruddhi Flyover,Nil,Maharashtra,"19.970868187894858, 75.37618209267553",TWO WHEELER,NIL,1,0,35,MALE,NH,Run Off Road,19.970868187894855,75.37618209267553,1.0,35.0,35.0,35.0,UNKNOWN,2023,4,6
1930,April,2023-04-06,Thursday,2023-04-06,Kuano Road,Nil,Uttar Pradesh,"27.386658313776113, 82.11578040716533",BUS,NIL,1,19,,,NH,Run Off Road,27.386658313776117,82.11578040716533,,,,,UNKNOWN,2023,4,3
1937,April,2023-04-06,Thursday,2023-04-07,Kathumar,Nil,Rajasthan,"27.31843744177335, 77.07591526839532",TRACTOR,AUTO RICKSHAW,4,0,"40,14,12,11",BOTH,SH,Others,27.31843744177335,77.07591526839532,4.0,19.25,11.0,40.0,VEHICLE,2023,4,3
1940,April,2023-04-06,Thursday,2023-04-08,Chandwara,Nil,Jharkhand,"24.403106862417058, 85.48702862929295",CAR,TRUCK,4,0,"65,60,82",BOTH,NH,Head On Collision,24.403106862417054,85.48702862929295,3.0,69.0,60.0,82.0,VEHICLE,2023,4,3
1949,April,2023-04-09,Sunday,2023-04-10,Ambattukavu,Nil,Kerala,"10.07952354475091, 76.33883575117814",TWO WHEELER,NIL,2,0,"29,23",MALE,NH,Run Off Road,10.07952354475091,76.33883575117814,2.0,26.0,23.0,29.0,UNKNOWN,2023,4,6
1951,April,2023-04-09,Sunday,2023-04-11,Mangalagiri Bypass,Nil,Andhra Pradesh,"16.426747366165387, 80.57701701134462",TWO WHEELER,DIVIDER,1,1,,MALE,SH,Fixed Object Collision,16.426747366165387,80.57701701134462,,,,,OBJECT,2023,4,6
1952,April,2023-04-09,Sunday,2023-04-11,Charmadi Ghat,Nil,Karnataka,"13.0896434371692, 75.47440086657268",CAR,NIL,1,5,64,FEMALE,NH,Run Off Road,13.0896434371692,75.47440086657268,1.0,64.0,64.0,64.0,UNKNOWN,2023,4,6
1953,April,2023-04-10,Monday,2023-04-11,JDB Girls College,Kota,Rajasthan,"25.189212091448756, 75.85805363621088",BICYCLE,TRUCK,1,0,56,MALE,NH,Hit From Back,25.18921209144876,75.85805363621088,1.0,56.0,56.0,56.0,VEHICLE,2023,4,0
1960,April,2023-04-12,Wednesday,2023-04-13,Bhatwari,Nil,Uttarakhand,"30.816682624096508, 78.6185180761094",CAR,NIL,1,2,50,MALE,NH,Run Off Road,30.816682624096508,78.6185180761094,1.0,50.0,50.0,50.0,UNKNOWN,2023,4,2
1962,April,2023-04-12,Wednesday,2023-04-14,Jakribettu,Nil,Karnataka,"12.90262406918254, 75.05241391074983",TWO WHEELER,BUS,1,0,34,MALE,NH,Hit From Back,12.90262406918254,75.05241391074983,1.0,34.0,34.0,34.0,VEHICLE,2023,4,2
1963,April,2023-04-12,Wednesday,2023-04-14,KPT Junction,Nil,Karnataka,"12.890603343285644, 74.8542449298",PEDESTRIAN,CAR,1,0,67,MALE,NH,Hit and Run,12.890603343285644,74.8542449298,1.0,67.0,67.0,67.0,VEHICLE,2023,4,2
1964,April,2023-04-12,Wednesday,2023-04-14,Vatika Chowk,Nil,Haryana,"28.40132736898762, 77.04484494982212",TWO WHEELER,TRUCK,1,1,22,BOTH,NH,With Parked Vehicle,28.40132736898762,77.04484494982212,1.0,22.0,22.0,22.0,VEHICLE,2023,4,2
1966,April,2023-04-14,Friday,2023-04-14,Sampaje Ghat,Nil,Karnataka,"12.493297355734947, 75.56675563538025",CAR,BUS,6,2,60,BOTH,NH,Head On Collision,12.493297355734947,75.56675563538025,1.0,60.0,60.0,60.0,VEHICLE,2023,4,4
1967,April,2023-04-14,Friday,2023-04-14,Sira,Nil,Karnataka,"13.749242545427194, 76.89773046669693",CAR,BUS,5,7,,BOTH,NH,Head On Collision,13.749242545427194,76.89773046669693,,,,,VEHICLE,2023,4,4
1968,April,2023-04-14,Friday,2023-04-14,Balighattam,Nil,Andhra Pradesh,"17.65181220101838, 82.60479552737301",TWO WHEELER,NIL,1,0,25,MALE,SH,Run Off Road,17.65181220101838,82.60479552737301,1.0,25.0,25.0,25.0,UNKNOWN,2023,4,4
1971,April,2023-04-14,Friday,2023-04-14,Sahnewal Chowk,Nil,Punjab,"30.837589439206663, 75.9713340767604",PEDESTRIAN,CAR,1,2,60,,SH,Hit and Run,30.837589439206663,75.9713340767604,1.0,60.0,60.0,60.0,VEHICLE,2023,4,4
1977,April,2023-04-16,Sunday,2023-04-16,Itikyala,Nil,Telangana,"16.08612490848828, 77.897145670451",CAR,NIL,1,0,52,FEMALE,NH,Run Off Road,16.08612490848828,77.897145670451,1.0,52.0,52.0,52.0,UNKNOWN,2023,4,6
1980,April,2023-04-15,Saturday,2023-04-17,Kothapalli Cross,Nil,Andhra Pradesh,"13.873371243859461, 79.38325475494909",CAR,CAR,4,0,"65,41,60,35",BOTH,NH,Head On Collision,13.87337124385946,79.38325475494909,4.0,50.25,35.0,65.0,VEHICLE,2023,4,5
1982,April,2023-04-16,Sunday,2023-04-17,Varadaiahpalem,Nil,Andhra Pradesh,"13.599821645066168, 79.93485739431621",TWO WHEELER,TWO WHEELER,2,0,"21,18",MALE,SH,Head On Collision,13.599821645066168,79.93485739431621,2.0,19.5,18.0,21.0,VEHICLE,2023,4,6
1983,April,2023-04-16,Sunday,2023-04-17,Tripayar,Nil,Kerala,"10.415109843665219, 76.10703178694608",CAR,BUS,3,2,"81,79,11",BOTH,NH,Head On Collision,10.41510984366522,76.10703178694608,3.0,57.0,11.0,81.0,VEHICLE,2023,4,6
1985,April,2023-04-16,Sunday,2023-04-18,Dhakerwa,Nil,Uttar Pradesh,"28.1715609742706, 80.98955873120727",TWO WHEELER,TRACTOR,2,4,"30,6",MALE,SH,With Parked Vehicle,28.1715609742706,80.98955873120727,2.0,18.0,6.0,30.0,VEHICLE,2023,4,6
